Age,Income,LoanAmount,Credit_History,Loan_Status
32,62900,16000,1,5
29,74000,16000,1,8
28,170000,20000,0,7
33,158000,15000,1,5
28,170000,10000,0,5
28,170000,20000,0,10
28,170000,4000,0,10
27,84000,16000,0,10
30,170000,14000,0,6
33,170000,21000,0,5
30,172000,20000,0,8
33,172000,16000,0,8
31,85000,16000,0,8
29,173088,8000,0,10
30,163000,3500,1,8
27,175000,15000,0,8
27,175000,21000,0,6
27,90000,16000,0,9
34,175000,12000,0,7
32,175000,24000,0,7
28,90000,16000,0,10
27,90000,16000,0,9
27,175000,11500,0,7
33,175000,25000,0,9
29,175000,2500,0,6
29,175000,10000,0,9
30,175000,25000,0,10
35,175000,24000,0,10
33,163400,10000,1,5
28,176000,25000,0,6
32,164000,2400,1,10
31,176600,3500,0,7
28,176608,21125,0,5
31,70550,16000,1,8
33,178650,20000,0,6
31,179000,11200,0,5
30,180000,14000,0,9
30,180000,6000,0,5
30,180000,28000,0,6
27,180000,16000,0,8
29,180000,20000,0,10
29,180000,12000,0,5
27,180000,8000,0,7
27,100000,16000,0,5
32,180000,15600,0,10
30,182004,7200,0,5
27,170496,15000,1,10
34,182500,15000,0,9
34,101000,16000,0,9
27,105000,16000,0,8
34,185000,18250,0,5
28,107000,16000,0,6
27,189000,5125,0,6
30,189000,16000,0,8
27,110000,16000,0,8
29,193086,11125,0,6
34,195000,6000,0,8
34,195000,6000,0,10
30,110000,16000,0,6
30,198171,5000,0,6
28,199000,10000,0,10
27,200000,7000,0,10
31,200000,7800,0,8
35,200000,25000,0,7
29,108000,16000,1,7
30,200000,21600,0,8
31,200000,9000,0,6
29,200000,12000,0,7
31,200000,23500,0,5
30,200000,16000,0,5
29,200000,23000,0,9
32,188000,10000,1,7
33,200000,25000,0,9
29,200000,6000,0,8
34,130000,16000,0,6
32,130000,16000,0,10
33,201000,20000,0,7
28,201000,12000,0,8
31,201000,15000,0,9
29,201000,18000,0,10
27,192000,15000,1,8
32,204000,25000,0,5
29,195000,3600,1,7
33,210000,20000,0,7
29,210000,14000,0,6
27,170000,16000,0,8
29,200000,16000,0,7
28,200000,16000,0,9
31,215000,15000,0,10
29,300000,16000,0,8
32,220000,33000,0,9
34,220000,7350,0,6
29,220000,2500,0,5
34,220000,11275,0,8
29,220000,8500,0,5
34,222000,13000,0,7
35,225000,5000,0,9
32,572400,16000,0,5
27,213000,35000,1,5
34,225000,3000,0,10
28,225000,20000,0,9
30,35576,19000,1,7
28,225000,6000,0,7
30,228000,12800,0,8
27,228000,6000,0,6
27,185300,35000,1,5
30,230000,12000,0,10
29,218000,25000,1,9
28,230000,10000,0,6
35,234600,7500,0,6
27,235000,28000,0,5
33,235000,25000,0,6
28,60000,19200,1,8
31,235000,11200,0,5
30,223800,25000,1,9
28,191250,9000,1,6
32,237000,21000,0,9
29,240000,12000,0,9
33,240000,15000,0,10
29,242400,35000,0,8
27,79636,19200,0,9
27,244000,15000,0,5
28,245000,18000,0,9
32,249996,14000,0,8
29,249999,25000,0,9
29,250000,10000,0,10
30,250000,15000,0,8
31,250000,12000,0,6
32,250000,20000,0,10
29,250000,20000,0,8
27,82000,19200,0,8
30,250000,5000,0,8
34,75500,19200,1,10
32,262000,12800,0,8
27,264000,35000,0,5
30,253000,24000,1,7
29,265000,25000,0,10
28,266000,9000,0,10
30,275000,7000,0,10
31,275000,30000,0,8
27,90000,19200,0,8
27,275000,35000,0,6
34,275004,25000,0,9
32,95000,19200,0,9
29,290000,13175,0,7
27,290000,7875,0,6
31,294000,12000,0,6
30,300000,35000,0,10
28,300000,9600,0,10
28,300000,10125,0,6
28,288000,18000,1,9
31,300000,35000,0,6
27,300000,35000,0,8
28,300000,10800,0,5
32,300000,24000,0,10
30,300000,6000,0,10
30,300000,20000,0,9
33,300000,25000,0,7
30,310000,14000,0,10
27,320000,28000,0,9
33,320000,14000,0,5
31,325000,10000,0,7
28,270300,25000,1,6
35,273700,25000,1,6
29,350000,12000,0,7
34,357000,14000,0,9
31,371000,5875,0,9
30,372000,2400,0,5
32,385000,19925,0,9
33,410000,35000,0,5
35,415000,15500,0,10
29,420000,8000,0,5
29,445000,25000,0,5
29,450000,25000,0,7
29,480000,6500,0,6
34,397800,14000,1,5
30,522000,2500,0,9
33,10080,7200,1,8
33,71000,19600,1,6
32,83300,19600,1,7
28,604000,25000,1,9
31,741600,12000,0,6
32,750000,30000,0,8
35,762000,10000,0,10
29,9600,2600,1,7
30,9600,1800,1,8
30,9600,1500,1,8
28,9081,3000,1,6
29,8500,4500,1,10
29,8472,3000,1,7
31,8412,2500,1,8
28,8000,4750,1,5
31,8000,4000,1,7
29,7200,2200,1,9
29,6000,3250,1,9
32,4200,1200,1,9
30,64000,10200,0,5
27,150000,18000,0,7
27,42504,7200,0,9
34,120000,25000,0,8
28,62000,15000,0,10
31,41004,5000,0,5
28,60000,4800,0,5
29,46000,6000,0,8
30,155000,6000,0,8
27,100000,14400,0,8
32,45996,1800,0,8
29,35000,1800,0,5
28,40000,19200,0,6
31,50402,3000,0,10
28,25000,7000,0,7
29,50000,4200,0,6
35,21340,8000,1,7
32,32004,4000,0,10
30,97750,20000,1,8
34,23000,2500,0,9
29,68000,10000,0,5
28,50000,5000,0,9
30,21600,1500,1,8
31,50000,2000,0,5
30,65000,12800,0,6
27,28800,5000,0,5
28,72000,18000,0,8
32,45000,8000,0,8
27,39000,5000,1,10
27,58000,7000,0,9
31,56000,3000,0,6
32,75000,10000,0,7
31,60682,8650,0,8
29,45600,2000,0,8
27,52000,5100,0,7
30,56628,12000,0,9
32,46000,3000,1,6
27,69000,6000,1,8
27,51000,1600,0,8
33,50000,6000,0,5
34,44000,10000,0,9
27,30000,11000,1,6
27,80000,15000,0,6
33,58000,14400,0,8
30,110000,12000,0,10
27,42000,4200,0,9
29,22000,8000,1,5
32,82000,10000,0,6
32,50004,2200,0,9
29,67000,10000,0,8
28,45000,10000,0,5
27,46800,6000,0,6
27,231252,2000,0,10
28,38196,10750,0,8
28,32568,15000,1,10
29,120000,4700,0,9
33,66000,3500,0,5
29,77800,9000,0,6
31,68000,6000,0,6
29,52000,12000,0,9
30,55000,12000,0,10
29,75000,8000,0,8
35,62475,9600,1,6
29,240000,35000,0,6
35,40000,8000,0,7
27,47000,13000,0,6
27,116000,25000,1,6
32,61000,2000,0,8
30,58000,13200,0,5
33,35600,6000,1,6
29,34000,2000,0,5
31,34000,5000,0,7
28,95000,5000,0,7
29,117000,21000,0,5
27,61000,1200,0,9
30,60000,7400,0,8
30,95000,12000,0,6
33,60000,17000,0,9
33,72250,25000,1,5
32,31000,5000,1,8
29,55000,5000,0,10
30,72000,9600,0,9
27,156000,5000,0,5
29,280000,15000,0,6
31,60000,4750,0,8
35,80000,7050,0,10
27,33996,6000,0,10
35,52000,3000,0,7
31,30000,3000,0,8
31,201000,15000,0,5
31,59000,8750,0,7
29,84000,20000,0,6
32,54000,13000,0,10
29,100000,10000,0,8
28,64900,25000,1,6
27,85500,11000,1,5
31,120000,28000,0,6
28,60000,10000,0,9
27,31500,6000,1,8
31,260000,25000,0,6
32,40000,7000,0,5
27,50000,6400,0,5
33,74400,3600,0,9
30,139008,15000,0,9
33,14400,2000,0,10
28,40000,1700,0,9
29,52000,7800,0,9
27,56525,12000,1,10
33,101000,5000,0,5
27,43218,5300,0,7
30,75000,6000,0,5
32,122004,10000,0,10
27,82000,10000,0,6
28,33000,8000,1,9
33,30000,11975,1,5
34,148750,12000,1,8
27,104000,10000,0,7
27,39996,8000,0,5
28,50000,2000,1,5
28,40000,12000,0,7
27,25200,2550,0,9
32,80000,6400,0,8
30,42000,1850,0,6
29,48000,6025,0,6
29,65000,12000,0,7
28,70000,5000,0,9
29,42996,6000,1,9
29,60000,1500,0,5
31,24000,6200,0,10
27,99000,9000,0,5
27,207182,22000,0,7
27,78500,8000,0,8
31,65000,10000,0,6
33,71000,5300,0,9
29,99000,6000,0,6
27,225000,14000,0,6
30,25000,3500,0,6
30,56400,7000,1,10
29,67992,2000,0,7
33,140000,13000,0,9
33,90000,4200,0,6
30,60000,5000,0,8
29,99000,8000,0,8
27,50000,15000,0,5
35,85000,3600,0,7
35,15000,3700,1,5
34,29152,5000,0,10
33,66500,9200,0,6
28,42000,9600,0,9
31,64900,10000,0,9
27,47380,15000,0,6
29,44000,5400,1,9
27,83300,20000,1,5
34,50725,5400,0,6
35,37440,8000,0,7
35,65000,6500,0,7
31,43288,10000,0,5
32,120000,12000,0,9
28,77250,10000,0,8
30,71000,12000,0,9
29,73000,2500,0,8
31,168000,15500,0,9
33,53004,20000,1,9
32,101000,20000,0,8
29,12000,4500,1,9
31,50000,6000,0,6
27,110000,2500,0,10
28,24000,10000,1,8
30,151800,17525,0,7
34,63504,3500,0,6
27,67000,12000,0,9
33,21600,6500,0,5
27,49200,2500,0,10
29,80400,8000,0,7
30,101500,18000,0,10
27,51996,9600,0,10
28,31000,1000,0,7
32,49000,6300,0,6
28,64000,5000,0,6
29,63000,10000,0,7
31,64000,8000,0,5
27,31000,4000,0,10
27,84000,7200,0,10
35,30720,6000,0,6
27,45000,12000,0,5
35,94000,15000,0,9
27,50000,12000,0,8
30,110000,5000,0,7
33,38400,10000,0,8
29,30000,4000,0,7
28,140000,12000,0,10
31,275000,25000,0,7
34,28000,3000,0,5
28,25200,11500,1,10
32,59363,6000,0,6
29,32000,9000,0,8
27,49600,8400,1,5
27,92300,17500,0,5
35,160000,24000,0,9
27,98000,17000,0,9
30,32004,5500,0,8
30,40000,3000,0,5
32,85000,7500,0,10
29,75000,6500,0,5
29,55000,12000,0,8
28,71400,5000,1,8
35,82863,11000,0,9
29,61000,15000,1,10
27,190000,22000,0,8
27,102000,15000,0,8
34,84000,9000,0,10
33,18720,3500,1,5
28,82500,11000,0,7
29,18000,3000,1,5
30,130500,25000,1,6
30,105000,24250,0,7
28,55000,5000,0,5
29,19200,4000,1,6
28,65007,25000,1,9
35,21600,2500,0,5
32,65000,5600,0,5
35,101400,4500,0,8
31,55000,8000,0,9
31,10800,2000,1,6
27,48000,2800,0,10
27,44630,10825,0,6
30,71000,8000,0,8
27,106000,4000,0,8
34,130000,5000,0,8
31,72500,8875,0,8
30,125000,5750,0,10
35,165000,8000,0,8
33,125004,12000,0,8
27,103000,8800,0,8
32,25200,5000,0,8
28,43500,4000,0,5
27,30000,4975,0,9
31,66000,2550,0,9
28,225000,9000,1,8
35,85000,20000,0,9
33,54000,32000,1,7
33,42996,8200,0,9
32,50000,9600,0,10
27,31200,14000,0,9
29,55000,4000,0,8
31,43000,13350,1,9
28,11029,2150,1,6
27,100000,5000,0,8
32,40000,4000,0,8
32,98056,6000,0,9
29,54000,7500,1,7
31,140000,12000,0,7
33,42000,12000,0,6
28,80004,12000,0,6
28,44500,20000,0,8
31,116400,8900,0,5
29,40000,25000,0,6
29,59000,6000,0,8
29,71000,4000,0,5
28,42000,12000,0,9
29,75000,12000,0,8
27,104000,12800,0,5
28,20000,4000,0,10
35,48000,2000,0,10
29,32000,10800,1,5
34,54000,10000,0,7
27,95000,18000,0,5
29,70000,10000,0,10
27,40000,6400,0,9
33,57500,2000,0,5
31,37000,22000,0,6
33,55000,3500,0,10
33,40000,15000,1,9
27,27180,4800,0,5
31,36000,10000,0,9
31,72000,9800,0,7
35,26000,8000,1,6
27,75000,6625,0,9
33,103000,9000,1,9
31,65200,7000,0,7
34,47300,12000,0,10
28,86000,15600,0,7
28,51000,20400,1,6
29,45000,10000,0,6
29,56700,10000,0,5
32,44500,15000,0,5
33,62000,3700,0,6
29,66000,7000,0,6
32,114000,6000,0,9
30,81120,18000,0,5
30,66000,11200,1,6
29,92000,20000,0,8
30,50000,10000,0,5
33,72000,4250,0,5
28,160000,23000,0,5
35,76000,1000,0,8
27,85000,3800,0,8
31,100000,20000,0,9
30,70000,7000,0,8
30,45600,6400,0,7
34,62000,28000,0,7
31,78996,6000,1,8
32,46000,9000,0,5
29,64000,15000,1,10
27,157544,35000,0,10
27,34000,16750,0,6
29,71000,12000,0,5
30,36000,15000,0,10
27,84906,4500,0,10
28,50000,14000,0,5
30,150000,21000,0,9
32,25000,3000,0,5
34,55000,2500,0,5
28,110000,11000,0,5
29,42000,5000,1,5
30,31000,12000,1,9
30,114132,14400,1,10
32,56000,10000,0,6
32,90000,20000,0,10
33,61000,6000,0,9
27,38500,3000,0,8
27,60000,7000,0,8
33,68736,1200,0,9
31,68000,13600,0,5
27,100970,20000,0,9
31,35142,8000,0,10
28,103992,18000,0,10
29,120000,35000,0,6
28,41000,4000,1,5
28,73992,20000,0,9
27,20400,5500,0,8
34,28800,2500,1,7
29,35000,4200,0,8
31,73000,15000,0,9
27,15600,2800,1,7
32,27000,4500,0,5
29,70000,4000,0,6
33,35000,10000,0,9
27,170000,12075,0,10
30,34000,7500,1,8
30,51000,4800,0,10
34,263004,25000,1,9
31,17676,2500,0,7
31,86500,25000,0,10
28,209000,15000,0,8
35,102000,20000,0,5
33,80000,6000,0,8
27,80000,20000,0,9
34,68000,15000,0,7
33,44400,2000,1,9
32,20000,4750,0,7
33,72000,5000,0,7
30,102540,1500,0,10
27,42000,3000,0,9
29,175000,10000,0,7
30,53000,12000,0,5
35,762000,10000,0,8
28,112000,6000,0,8
27,91800,25000,1,9
29,60000,25000,1,9
34,108000,10000,0,8
32,130000,12000,0,5
28,108000,20000,1,8
30,130000,7000,0,9
28,30000,3000,0,9
32,33600,8000,0,8
28,82000,15000,0,8
33,50800,10000,0,10
32,25000,10000,1,10
27,30996,5775,1,10
32,19000,8325,1,10
29,50000,9725,0,7
34,98000,16000,0,10
27,75400,6000,0,7
28,36000,10000,0,8
31,56400,7500,0,6
34,92500,13050,0,6
27,124100,10175,1,6
34,48000,8400,0,10
28,108000,27400,0,8
27,91800,20000,1,9
32,45000,4000,0,5
30,45000,5000,1,8
34,35000,15000,1,5
30,40000,5500,0,10
28,70000,7800,0,8
30,37600,15000,1,10
28,48000,15000,1,10
35,30000,6475,0,6
28,35000,3000,1,8
28,46097,6000,0,8
28,44500,10000,0,10
28,112200,7000,0,7
29,32000,6525,1,9
28,50000,7200,0,9
28,82000,16750,1,6
28,59160,23500,0,6
27,50000,8000,0,8
32,18000,4750,1,6
34,64000,8000,0,5
30,83000,20000,0,9
28,61000,12000,0,6
32,105000,3000,0,7
35,100000,10000,0,8
32,176000,2400,0,10
28,55000,20000,0,6
27,53000,5000,0,5
27,65000,18000,0,5
30,67092,9000,0,9
32,36000,2600,0,10
29,127000,24250,0,10
35,91000,10000,0,8
29,60000,14000,0,5
29,125000,10000,0,9
34,24000,2400,0,6
32,71000,14000,0,5
30,219300,35000,1,9
27,26237,12000,1,7
29,74360,8725,0,5
30,38000,6000,0,8
28,40000,14000,1,8
33,50000,10000,0,7
30,70000,15000,0,6
30,96000,6000,0,6
33,87000,9000,0,7
34,70000,20000,0,6
28,50000,15000,0,8
29,62400,8000,0,9
31,24000,4400,1,6
31,83000,7500,0,10
28,59004,8000,1,10
30,60000,6000,0,5
28,42000,4800,0,9
28,115000,2850,0,7
34,69000,12800,1,10
30,40000,9000,0,9
28,53000,7000,0,6
32,47900,11000,0,7
27,60000,15000,0,8
30,60000,8000,0,5
31,40000,14000,0,10
35,45000,6500,0,10
30,85000,4200,0,10
28,55000,8000,0,9
27,32000,5800,0,7
34,41600,17500,0,8
29,95000,2400,0,8
27,80000,35000,0,8
29,36000,12000,1,10
28,39000,5000,0,7
35,20000,5500,0,9
33,35000,6000,0,10
30,105000,15400,0,8
30,49000,8500,0,10
27,60000,25000,1,9
33,62000,8000,0,5
33,30000,6000,1,9
29,32000,8000,0,6
27,90000,16000,0,9
32,19200,5000,1,6
32,101000,15000,1,5
29,200000,16000,0,7
32,95200,15000,0,7
29,60000,14125,0,5
31,101000,20000,0,5
31,80000,10000,0,9
27,19498,9575,1,5
32,31000,7400,1,6
28,68000,2500,0,8
29,37500,3300,0,5
29,52000,10000,0,6
27,90000,15000,0,6
32,84996,9000,0,10
34,90000,24250,0,6
32,32004,3400,1,7
33,36500,10000,0,6
34,26400,3600,0,5
29,45000,12000,0,8
32,48000,5200,0,5
27,40000,20000,1,5
31,65000,7500,0,6
30,84000,12000,0,7
33,25000,3000,0,6
27,53004,5600,0,6
27,66300,21000,1,10
28,64049,20000,0,8
28,131040,10000,0,7
27,35000,10000,0,8
27,235000,28000,0,9
28,33600,3000,0,5
28,145000,25000,0,7
28,50400,18500,1,5
27,40000,7200,0,6
31,75000,10000,0,5
32,103000,33000,1,10
30,42564,15000,1,6
27,40000,8000,0,7
27,80000,20000,0,8
27,45150,18000,1,7
27,35000,8000,0,8
30,24000,5000,0,9
27,112548,24000,0,5
29,144000,16000,0,6
27,63000,9500,0,8
29,50004,1500,0,8
28,50500,5200,0,8
33,21600,10000,1,7
27,120000,7000,0,7
28,110000,15000,0,6
27,100000,12000,0,7
32,56784,12000,0,5
27,48000,4000,1,6
34,97356,20000,0,7
33,53000,12000,0,5
35,64000,14500,0,8
31,89000,10000,0,5
31,106000,2400,0,5
27,120000,14000,0,7
28,24000,5000,0,8
29,60000,13500,0,5
28,110000,12000,0,7
28,85000,8000,0,6
30,265000,24000,0,7
34,126000,9600,0,10
33,86000,15000,0,9
31,49000,5600,0,6
28,136092,8000,0,5
28,66725,9000,1,8
28,33400,16700,0,5
30,70000,7200,0,5
33,100000,25000,0,9
33,96000,8000,0,5
32,32000,2600,1,9
29,38004,1500,1,8
31,60000,22000,1,6
31,135000,15000,0,9
29,28000,10000,1,7
35,37000,2000,0,8
34,160000,25000,0,5
32,26400,8000,0,6
30,130000,4000,0,8
31,238000,12000,1,10
28,42240,12000,0,6
28,90000,12000,0,9
29,74000,25000,0,6
29,120000,17500,0,5
28,30000,7500,0,9
30,57000,4000,0,8
32,227500,25000,0,10
27,54000,12000,1,10
32,78500,15000,1,7
34,77000,35000,1,10
34,84000,9250,0,7
28,66920,5000,0,6
29,30000,10200,1,5
30,71400,9600,0,9
35,39996,15000,1,6
31,60000,15000,0,7
29,50000,5050,0,7
30,200000,10000,0,10
29,27000,5000,0,8
31,78504,10000,0,7
32,45000,7200,0,5
27,24000,1450,0,9
33,32004,4000,0,9
27,20000,3250,1,5
27,120000,8400,0,6
30,30000,5100,0,5
31,80000,15000,0,10
28,45000,9000,0,6
35,60000,4000,0,7
27,67000,4200,0,7
33,160000,22000,0,9
29,76596,17600,0,10
30,50000,10000,0,8
27,78000,6000,0,5
28,126000,12000,0,8
32,120000,6600,0,5
27,45727,1000,0,5
27,120000,11050,0,6
28,44000,8000,0,6
29,260000,20000,0,6
27,69790,18000,0,6
29,60000,8500,0,7
33,21996,9250,1,8
29,50000,21850,0,9
33,49548,2800,0,8
35,17640,4000,1,8
29,56500,7000,1,9
30,148000,10000,0,9
28,60000,6000,0,9
29,85500,9500,0,9
27,54000,27575,0,5
28,59600,5000,0,10
33,60000,9000,0,8
27,31200,7500,0,5
27,258000,35000,1,10
29,55000,1200,0,9
32,53408,1400,0,10
28,57360,23000,0,8
28,59000,5000,0,8
30,33000,1000,0,9
29,50000,6300,0,8
35,27996,8500,0,8
31,73000,16000,1,7
30,34000,4000,0,9
31,72000,21000,1,6
34,42000,2000,0,7
30,66888,15000,0,9
35,85000,8400,0,8
27,146000,2500,0,9
29,66000,3150,1,8
29,46344,3500,0,8
29,97000,25000,0,10
29,63000,10000,0,5
28,13500,6700,1,8
28,50176,5000,0,7
34,80300,15000,0,10
29,53000,5000,0,5
27,90000,7500,0,10
27,75000,14000,0,5
28,206000,24000,0,10
30,55000,6500,0,7
30,120000,7500,0,8
31,68000,18000,0,7
35,65000,20000,0,5
29,50000,3000,0,10
28,78000,13000,0,9
34,91000,15000,0,8
29,33000,1700,0,5
33,76248,10400,0,5
30,42000,14750,1,8
29,85000,10000,0,5
28,73200,12000,0,5
30,60600,3000,0,5
27,90000,10000,0,9
27,40000,12000,0,9
28,12000,2400,1,8
27,30000,13000,1,8
32,348000,25000,0,10
29,81000,12000,1,6
27,70000,10000,0,5
32,75000,12800,0,6
34,36000,4000,0,7
29,62532,9000,0,9
28,82300,3600,0,6
27,80000,5000,0,10
29,44991,5000,0,5
31,60000,24250,0,5
28,92000,24500,0,7
31,151000,21000,0,8
27,115000,12000,0,6
30,144000,6000,0,7
29,73000,12000,0,8
32,70000,9850,0,5
31,35352,9000,0,5
28,77385,6000,0,9
33,135000,17500,0,5
27,80000,7400,0,10
27,52000,22950,1,10
28,33000,7500,0,10
32,27000,6000,0,5
32,34000,4000,0,6
29,70000,4350,0,10
34,180000,12900,0,8
29,19200,6000,1,5
32,65000,12000,0,10
32,74000,15000,0,9
28,73000,1000,0,7
32,78000,13000,0,10
30,73000,5500,0,5
35,115000,14000,0,5
29,75000,4000,0,9
30,20520,5000,0,9
27,58000,4600,0,10
27,62000,5000,0,5
27,55200,4000,0,10
31,82000,9000,0,10
28,33288,10800,1,5
29,74872,15000,0,5
27,62400,12000,0,6
29,40000,14150,1,5
29,60000,5600,0,10
27,60000,6000,0,10
27,29120,4000,0,8
28,30000,8000,0,8
28,51043,2100,1,5
29,40000,5000,0,7
27,70176,9000,0,5
28,56000,5050,1,8
29,105000,12000,0,10
30,52800,2400,0,7
35,43000,1200,0,8
29,16800,5000,1,7
27,38000,5000,0,6
27,66240,5000,0,9
30,180000,6000,0,8
30,66000,15000,0,5
32,38000,12000,1,9
27,45600,1450,0,9
28,107364,8000,0,9
34,67392,15000,1,8
28,100000,13000,0,9
35,29400,6150,0,10
29,62500,5000,0,5
30,49110,19775,1,9
28,28800,2000,0,8
31,37584,3900,0,10
27,65000,8000,0,9
33,29000,10000,1,7
34,30000,4300,0,9
32,140000,5000,0,10
27,75000,7500,0,10
32,84456,10000,0,7
34,90000,5000,0,8
27,39480,7200,0,7
29,62000,12000,0,8
28,29000,10000,1,10
28,28320,8700,1,8
29,118400,35000,0,7
28,25000,5000,0,9
27,55200,4000,0,6
28,47004,10000,1,10
31,85000,16000,0,6
31,80000,6000,0,9
31,90000,12000,0,6
33,143004,10000,0,7
27,50000,10750,0,7
27,65000,5000,0,7
27,51298,1000,0,9
35,36000,7000,0,8
31,54050,12000,0,9
32,50000,8000,0,10
34,60000,10500,0,9
27,20000,6000,0,5
35,32000,14500,1,5
33,612000,5950,0,10
33,110000,10000,0,9
31,50000,10000,0,6
28,81000,6000,0,8
34,47700,9000,0,10
31,24996,10750,1,7
33,96000,9000,0,7
31,45000,14000,1,8
30,28000,6300,0,8
28,115000,5000,0,7
33,30000,7500,1,8
35,72000,12800,0,10
29,153000,17600,0,7
30,57996,8400,0,7
32,250000,25000,0,7
34,40000,25000,1,5
27,65000,28000,1,10
32,61200,15000,0,9
35,54000,9000,1,8
31,47700,12000,0,6
35,130000,4375,0,8
31,351699,10500,0,9
30,34000,2400,1,5
33,60000,10000,0,6
27,48000,10000,0,7
34,103363,15000,0,5
31,95000,15000,0,9
31,96000,10000,0,5
29,39000,16000,0,8
28,75000,5000,0,6
33,37000,13000,0,9
28,30000,10000,1,5
27,38400,5000,0,10
31,77940,16250,0,9
28,140000,7400,0,6
31,47500,10000,0,6
32,45000,6400,0,9
27,50000,12000,0,6
32,38000,6350,0,8
35,90000,12000,0,9
32,200000,25000,0,9
27,120000,7000,0,7
27,56000,14000,0,10
30,10800,2400,1,7
28,44000,16000,1,5
33,92000,20000,0,9
32,107800,5200,0,9
35,250000,15000,0,9
28,90080,5500,0,6
32,120000,5600,0,8
27,120000,25000,0,10
29,39996,4000,0,8
28,68004,15000,0,7
34,56000,5000,0,5
32,35000,4000,0,6
27,65000,12000,0,7
30,51372,4500,0,10
31,95000,2500,0,10
30,42000,2250,0,7
27,25000,8000,1,5
28,110004,15000,0,5
30,69996,2000,0,10
28,30000,3900,0,9
35,17280,7200,1,5
29,33000,5000,0,8
27,42000,3000,0,8
32,83196,9350,0,6
27,70000,20000,0,8
27,31200,12300,0,8
28,24000,1500,0,6
33,36500,8500,0,8
27,30996,2600,1,5
28,30000,12000,1,6
35,31000,15000,0,9
27,110000,18000,0,5
28,30000,14800,1,7
27,88000,9000,0,8
34,33666,8000,1,5
32,35000,5500,0,5
28,40000,10500,0,6
31,20500,1000,0,5
34,35000,8000,0,10
28,25000,12000,1,6
27,51000,18000,0,6
29,54000,14800,1,5
27,43200,10000,0,6
31,62000,6550,0,10
30,54000,5000,1,9
35,30000,3000,0,8
28,56000,20000,1,10
28,39000,3600,1,8
31,30372,20200,1,8
27,44000,6400,0,10
33,59450,3000,0,5
30,138000,23975,1,6
33,40000,11175,0,5
28,100000,8000,0,6
29,120000,5000,0,5
32,120000,2000,0,10
33,125000,20000,0,7
33,135000,6275,0,7
30,135000,25000,0,9
33,400000,15000,0,6
34,75500,19200,1,7
29,24960,4000,0,10
27,136000,5000,0,6
29,98850,12500,0,10
29,48000,4500,0,7
27,60000,10000,0,7
33,63996,3200,0,8
33,75000,12000,0,10
31,78000,5000,1,7
33,170000,21000,0,9
28,69000,20000,1,5
27,24000,2800,0,10
31,85000,18500,1,7
33,123000,12000,0,10
28,24000,8875,1,7
27,19200,1400,1,6
28,52000,13600,0,5
27,49000,4000,0,5
29,55400,7000,0,6
35,40000,5000,0,7
27,44004,10000,0,6
28,50000,8000,0,6
29,61455,10000,1,9
27,20000,8000,1,6
29,40000,8000,0,9
30,54000,5000,1,7
29,48000,10000,0,10
35,90000,11000,0,10
28,38000,3200,0,9
29,32400,10625,0,8
27,98004,10000,0,7
30,9600,1500,1,9
31,60000,25000,1,7
30,50000,2000,0,6
28,604000,25000,1,9
29,72000,15900,0,10
27,60000,1800,0,8
30,120000,11000,0,9
29,92004,10000,0,9
31,24000,6000,0,5
31,78000,14000,0,5
33,50000,9000,0,9
30,78000,26000,0,5
31,50000,12000,0,6
28,55000,18000,0,10
29,92000,10000,0,8
27,28800,3000,1,7
27,35000,10000,0,9
29,89849,6000,0,10
30,300000,35000,0,5
31,56000,8000,0,6
34,30144,18000,0,5
32,48000,3600,0,6
28,48000,5000,1,8
34,48989,2400,0,7
27,57240,15000,0,10
28,60000,15000,0,5
35,24960,1400,0,7
29,47133,5100,0,7
33,39504,3000,0,9
34,480000,14000,0,9
28,60000,4600,0,8
27,34152,5000,0,9
29,30000,6000,0,6
28,48000,4000,0,10
29,74000,16000,1,6
29,89520,8000,0,5
28,64600,5000,1,9
32,75000,2000,0,10
29,18000,6400,1,6
32,240000,8400,0,6
29,48712,11050,0,6
31,124992,24000,0,7
27,44000,6000,1,6
27,44000,13650,1,7
30,24000,7000,0,9
31,54000,15000,1,5
27,132000,20000,0,10
33,24000,10000,1,10
27,49000,8500,0,10
33,120999,15200,0,7
34,60000,10000,0,6
28,56100,8400,1,10
29,180000,20000,0,6
27,84000,12000,0,5
31,69000,16000,0,9
29,44000,16000,1,8
31,50000,4800,0,7
31,20000,5000,0,7
27,64000,5000,0,8
30,96000,17000,0,10
31,190000,24000,0,6
29,118374,3500,0,5
32,100000,14400,0,5
28,115000,18500,0,9
30,49000,5000,1,7
27,78200,35000,1,7
31,96000,9600,0,5
31,58000,8875,0,5
29,97000,12000,0,7
27,69000,4000,1,8
34,73000,20675,0,9
27,42000,10000,0,8
28,21000,6250,0,8
29,69000,6000,0,8
33,37440,4400,0,8
30,60000,20000,0,9
27,61200,5000,1,5
33,81000,7500,0,9
34,30000,4200,0,8
30,50000,5000,0,10
33,54000,10000,0,6
33,87000,5000,0,6
27,82500,11100,0,7
28,62040,13400,0,6
33,44000,2725,1,6
35,28080,9600,1,6
27,150000,10000,0,9
34,60353,8500,0,8
31,42000,7200,0,8
28,66000,6500,0,9
32,29100,10000,1,9
34,40000,5000,0,5
28,62352,3800,0,6
34,30636,10000,1,10
32,29500,7000,1,7
31,30000,6600,1,6
31,77000,10000,0,6
28,48715,12000,0,5
